from_npi,to_npi,patient_count,transaction_count,average_day_wait,std_day_wait
1407843089,1093741464,40,59,30.119,33.853
1407841430,1093741464,90,130,41.531,54.547
1407845423,1093741464,210,330,38.952,41.598
1407853898,1093741464,228,230,17.87,49.462
1407290901,1093741464,109,111,17.045,41.448
1407202625,1093741464,112,115,12.93,32.635
1407397987,1093741464,90,116,34.638,36.818
1407830102,1093741464,524,614,40.497,61.449
1407811722,1093741464,40,53,24.717,22.866
1407045230,1093741464,74,106,34.236,42.199
1407068653,1093741464,112,186,0.0,0.0
1407090236,1093741464,175,204,37.02,58.691
1417091463,1093741464,78,79,18.646,43.069
1417011008,1093741464,80,120,35.458,40.216
1417049834,1093741464,93,124,42.556,55.761
1407963903,1093741464,215,332,11.729,33.493
1407896749,1093741464,1115,2029,0.103,2.136
1407892516,1093741464,584,608,46.678,71.724
1407888357,1093741464,33,50,29.72,37.147
1407890593,1093741464,151,208,36.144,52.481
1407931504,1093741464,37,62,39.468,56.618
1417237686,1093741464,41,80,0.0,0.0
1417327446,1093741464,55,55,34.091,67.45
1417341421,1093741464,307,451,27.634,67.476
1417191453,1093741464,59,83,38.916,44.392
1417169319,1093741464,48,77,43.636,60.544
1417930512,1093741464,502,832,0.427,4.69
1417938432,1093741464,100,173,35.746,55.32
1417499690,1093741464,51,69,1.246,8.351
1417393737,1093741464,42,58,0.0,0.0
1417903378,1093741464,147,293,30.625,36.36
1417920893,1093741464,33,57,32.877,37.567
1447204961,1093741464,300,413,23.407,47.133
1437604394,1093741464,59,69,0.0,0.0
1437464260,1093741464,83,140,0.0,0.0
1437449766,1093741464,48,57,33.333,39.704
1437437126,1093741464,97,133,30.008,61.207
1437392917,1093741464,306,585,9.791,32.129
1447307251,1093741464,280,404,25.993,41.379
1447299698,1093741464,2720,3023,10.863,36.315
1447296959,1093741464,223,281,31.302,56.399
1447288055,1093741464,134,242,19.488,32.935
1447287081,1093741464,572,635,10.025,38.432
1447242565,1093741464,250,358,40.564,59.243
1447245725,1093741464,92,116,42.672,58.722
1447256490,1093741464,84,133,37.045,41.019
1447212964,1093741464,110,143,47.853,64.025
1447223094,1093741464,37,75,35.093,44.262
1447229935,1093741464,89,117,37.094,58.123
1447231600,1093741464,46,63,32.841,43.417
1407892516,1093768137,122,127,12.008,35.833
1447296959,1093768137,54,67,20.418,37.571
1447299698,1093768137,50,55,34.236,42.209
1427057330,1093768137,108,113,0.743,3.705
1407830102,1093771594,49,59,30.814,50.928
1427079946,1093771594,53,61,26.787,40.602
1427040021,1093928707,38,53,46.962,49.27
1407833825,1104152859,67,70,46.486,65.669
1417091257,1104152859,82,85,34.541,65.346
1417131715,1104152859,374,442,15.167,45.783
1447234141,1104152859,105,105,31.638,65.085
1447229935,1104152859,52,74,18.068,44.797
1447242565,1104152859,45,70,13.5,41.782
1437136827,1104152859,110,114,38.351,70.373
1427132521,1104152859,346,626,0.067,1.679
1427028695,1104202761,70,101,39.465,49.378
1427023894,1104202761,31,55,33.764,33.61
1427023605,1104202761,61,111,34.459,45.982
1427021658,1104202761,93,154,1.519,7.336
1417981523,1104202761,70,98,49.643,58.508
1417983214,1104202761,61,159,20.075,33.438
1417996117,1104202761,42,62,33.097,49.827
1417997990,1104202761,89,115,48.0,61.948
1417993528,1104202761,81,152,0.053,0.649
1417990367,1104202761,41,64,41.313,64.093
1417952581,1104202761,127,218,37.95,48.392
1417951302,1104202761,251,567,22.49,32.545
1417949637,1104202761,102,149,41.537,50.624
1417946203,1104202761,392,625,43.373,47.459
1417948076,1104202761,556,590,20.868,36.623
1417958695,1104202761,134,159,48.044,52.96
1417957689,1104202761,82,109,37.853,41.339
1417973249,1104202761,730,2207,1.71,10.353
1417970831,1104202761,241,605,3.493,13.16
1427181015,1104202761,36,55,32.673,43.043
1427210020,1104202761,251,278,0.255,2.453
1427157866,1104202761,157,196,12.959,34.21
1427145549,1104202761,215,408,2.725,12.867
1427105386,1104202761,199,213,1.183,14.75
1427132547,1104202761,56,56,0.0,0.0
1427074210,1104202761,35,52,36.673,57.794
1427073451,1104202761,114,137,24.818,36.273
1427079946,1104202761,227,282,46.337,57.949
1427072198,1104202761,269,406,0.564,5.653
1427066489,1104202761,73,114,28.746,39.999
1427055326,1104202761,74,87,47.989,51.124
1427045897,1104202761,27,52,35.25,50.475
1427045830,1104202761,16,57,7.842,15.766
1427046622,1104202761,66,85,40.518,53.967
1437206307,1104202761,462,506,0.067,1.511
1437206323,1104202761,240,937,3.742,11.871
1437204732,1104202761,22,52,28.115,31.207
1437206232,1104202761,313,1138,0.292,2.269
1437246568,1104202761,129,134,0.0,0.0
1437241858,1104202761,184,207,0.0,0.0
1437241866,1104202761,78,78,0.0,0.0
1437233541,1104202761,35,95,1.842,9.708
1437186418,1104202761,251,903,0.751,5.578
1437138641,1104202761,75,117,41.402,49.989
1437161221,1104202761,396,787,0.206,2.253
1437101524,1104202761,108,147,41.503,50.159
1437102852,1104202761,127,138,1.007,10.195
1427466705,1104202761,87,93,4.946,25.397
1427379270,1104202761,154,212,0.368,2.96
1427381896,1104202761,442,1018,0.795,5.5
1427454099,1104202761,41,95,26.168,42.746
1437116977,1104202761,59,91,0.0,0.0
1437121092,1104202761,42,69,32.986,50.367
1427251859,1104202761,150,279,26.466,43.464
1427252915,1104202761,328,512,0.061,0.827
1427252105,1104202761,664,791,0.0,0.0
1427224278,1104202761,319,332,23.208,43.794
1427315472,1104202761,131,132,0.432,4.316
1447201967,1104202761,98,129,43.992,55.322
1437556180,1104202761,83,109,45.284,44.791
1437571353,1104202761,51,67,48.119,49.139
1437437126,1104202761,71,91,35.165,51.313
1437503562,1104202761,64,86,46.337,58.12
1437506524,1104202761,43,59,21.136,40.504
1437478781,1104202761,266,388,1.296,8.432
1437316106,1104202761,241,282,28.819,54.702
1437305000,1104202761,216,282,0.44,4.292
1437297066,1104202761,157,265,0.0,0.0
1437260296,1104202761,2038,2494,0.123,2.051
1437273661,1104202761,141,220,2.927,17.57
1437337763,1104202761,521,1138,1.527,10.637
1447288055,1104202761,156,302,28.692,36.882
1447307301,1104202761,125,283,2.473,10.341
1447307251,1104202761,129,189,37.984,47.985
1447231600,1104202761,28,56,36.679,46.487
1447223094,1104202761,14,53,21.434,45.558
1447242565,1104202761,142,191,34.492,46.198
1447237649,1104202761,33,54,30.556,40.669
1447256490,1104202761,66,102,35.931,39.361
1447255815,1104202761,21,55,14.691,21.39
1447245725,1104202761,47,73,46.466,56.77
1417291550,1104202761,356,526,0.968,8.49
1417367335,1104202761,69,99,49.222,59.509
1417326091,1104202761,117,145,0.0,0.0
1417228321,1104202761,184,280,1.196,8.68
1417190711,1104202761,224,439,3.437,16.124
1417191453,1104202761,424,1043,0.861,6.448
1417943762,1104202761,226,228,0.0,0.0
1417942343,1104202761,49,58,48.793,50.405
1417938432,1104202761,99,188,26.84,45.697
1417903378,1104202761,92,177,26.582,33.716
1417091463,1104202761,91,92,6.935,23.071
1417095571,1104202761,113,148,48.723,54.797
1417085606,1104202761,91,126,46.389,53.122
1417113473,1104202761,81,84,0.714,6.547
1417004375,1104202761,1029,1080,15.706,35.879
1417011008,1104202761,44,81,29.494,34.098
1417031535,1104202761,384,527,1.495,7.824
1417056854,1104202761,255,655,3.299,14.836
1417049826,1104202761,190,198,0.0,0.0
1417044520,1104202761,53,135,0.437,3.992
1417041138,1104202761,88,110,4.755,23.702
1417049834,1104202761,470,1243,2.549,14.768
1417046806,1104202761,51,111,21.622,38.333
1407931504,1104202761,41,100,25.45,35.007
1407903370,1104202761,349,473,2.093,14.946
1407888357,1104202761,53,95,30.979,40.66
1407890593,1104202761,103,169,19.704,27.926
1407943517,1104202761,1037,1232,0.182,2.438
1407948821,1104202761,119,285,3.07,12.601
1407977184,1104202761,61,77,48.74,59.873
1447359880,1104202761,42,82,0.366,2.575
1447358395,1104202761,49,64,0.234,1.875
1447359872,1104202761,264,562,0.712,5.463
1447367586,1104202761,42,82,3.793,25.003
1447331590,1104202761,183,187,36.717,56.193
1447347554,1104202761,32,55,0.945,5.275
1447347570,1104202761,126,203,1.35,7.469
1447347588,1104202761,121,131,15.634,31.242
1447342860,1104202761,242,528,2.002,10.861
1407048424,1104202761,89,135,0.0,0.0
1407057946,1104202761,542,817,2.654,18.083
1447391677,1104202761,110,110,0.0,0.0
1407153828,1104202761,44,72,28.0,53.949
1407167810,1104202761,312,563,1.078,8.024
1407088289,1104202761,38,77,3.182,14.312
1407090236,1104202761,72,84,45.548,59.905
1407141302,1104202761,212,250,26.22,49.711
1407142219,1104202761,41,67,0.0,0.0
1407141773,1104202761,275,311,25.662,49.504
1407827306,1104202761,113,141,0.426,3.377
1407397987,1104202761,51,76,24.316,26.288
1407399702,1104202761,58,69,0.0,0.0
1407256910,1104202761,166,213,0.131,1.202
1407234735,1104202761,129,258,0.0,0.0
1407251705,1104202761,102,147,0.503,4.326
1407843089,1104202761,29,53,33.528,45.339
1407841430,1104202761,54,91,28.78,39.579
1407838931,1104202761,46,100,18.28,25.705
1407853898,1104202761,246,248,11.54,39.268
1407848534,1104202761,77,117,40.761,55.711
1407847858,1104202761,62,63,0.0,0.0
1407845423,1104202761,96,159,39.27,42.696
1407880016,1104202761,50,79,48.329,50.042
1407875958,1104202761,102,179,2.983,16.449
1417952581,1104295070,122,239,24.088,48.464
1427046622,1104295070,177,293,9.365,27.413
1427055326,1104295070,63,78,42.949,70.046
1437136827,1104295070,217,229,27.249,60.763
1447245725,1104295070,45,59,0.0,0.0
1447234141,1104295070,227,243,23.305,52.542
1447307251,1104295070,57,72,11.319,27.444
1407830102,1104295070,54,59,24.915,43.066
1407833825,1104295070,176,184,25.549,53.063
1417091257,1104295070,165,167,19.383,46.561
1407892516,1104295070,232,259,18.78,49.859
1407890593,1104295070,67,96,39.063,63.995
1417919218,1104295070,132,136,26.919,59.673
1447299698,1104815430,44,50,33.64,65.877
1437503562,1104854124,506,1057,0.517,5.231
1437571353,1104854124,330,1001,0.312,3.069
1447299698,1104854124,95,106,43.708,65.474
1447307251,1104854124,33,74,26.662,33.775
1447234141,1104854124,135,139,41.691,53.426
1447366075,1104854124,57,66,32.985,47.464
1407836356,1104854124,66,75,33.613,33.328
1407833825,1104854124,142,147,37.823,51.943
1417091257,1104854124,114,115,32.765,39.473
1417131715,1104854124,144,165,41.776,54.538
1427079946,1104854124,61,76,42.342,39.701
1427023894,1104854124,22,50,25.6,23.889
1417982752,1104854124,49,53,21.906,40.66
1417986688,1104854124,35,55,21.418,26.589
1417997990,1104854124,536,1140,0.199,2.78
1417946203,1104854124,27,63,23.46,24.599
1437136827,1104854124,140,146,41.808,52.851
1427454099,1104854124,217,946,0.032,0.781
1427066489,1104862093,112,273,0.051,0.526
1417341421,1104937267,112,143,28.21,33.526
1427180868,1104937267,51,70,30.114,33.312
1417131715,1104984780,68,68,49.75,75.904
1407830102,1114041548,65,67,16.716,43.785
1427079946,1114041548,65,65,27.785,57.947
1417942343,1114043189,219,301,0.0,0.0
1417942343,1114043197,48,55,0.0,0.0
1417122383,1114376977,140,181,0.0,0.0
1437136827,1114946290,67,69,39.899,67.444
1417938432,1114946290,27,57,22.947,52.459
1427421718,1114973237,49,96,0.0,0.0
1437473667,1114973237,51,154,0.0,0.0
1417124793,1124075635,102,103,12.019,48.68
1447237649,1124116454,198,701,0.0,0.0
1417990367,1124152483,73,95,43.526,81.2
1427181015,1124420880,72,140,18.829,29.786
1427079946,1124420880,75,91,42.615,66.005
1427073451,1124420880,318,1319,7.083,19.139
1417982752,1124420880,59,62,42.597,56.767
1427334176,1124420880,48,50,47.88,62.53
1437138641,1124420880,37,62,20.726,42.836
1447284864,1124420880,51,54,35.537,54.799
1447242565,1124420880,46,59,33.136,52.851
1437476843,1124420880,101,177,0.565,7.516
1407848534,1124420880,14,82,4.024,5.986
1407830102,1124420880,81,87,46.632,62.674
1417382151,1124420880,148,2995,0.0,0.0
1407890593,1124420880,94,133,14.346,29.278
1417131715,1124420880,106,115,42.243,56.339
1417071671,1124420880,41,51,43.431,53.458
1417091257,1124420880,88,90,48.856,53.638
1417011008,1124420880,36,286,6.668,11.454
1427040021,1124438601,416,706,0.137,2.622
1407892516,1124438601,67,70,10.357,49.431
1407830102,1134131915,306,355,44.724,69.283
1417191453,1134131915,46,57,47.14,61.313
1417919218,1134131915,95,105,28.867,61.443
1417131715,1134131915,498,629,23.674,48.459
1417091257,1134131915,310,329,40.638,68.64
1407890593,1134131915,149,175,31.497,54.387
1407963903,1134131915,64,72,27.972,44.827
1447229935,1134131915,62,67,43.224,60.986
1447234141,1134131915,377,395,41.448,71.081
1447242565,1134131915,110,147,32.837,52.477
1447287081,1134131915,231,261,19.866,46.489
1437260296,1134131915,144,151,48.57,67.298
1417952581,1134131915,64,84,49.464,64.415
1417951278,1134131915,104,121,38.198,60.719
1427079946,1134131915,432,535,20.183,43.759
1427043645,1134131915,49,58,49.155,57.505
1427046622,1134131915,50,61,39.262,46.291
1427454099,1134131915,40,50,49.86,62.115
1437144656,1134131915,44,56,26.054,46.854
1437136827,1134131915,301,313,42.038,68.66
1437186087,1134131915,189,219,22.521,52.051
1447298476,1134202377,381,712,0.275,3.923
1417091257,1134213648,75,78,26.179,47.674
1447234141,1134672314,105,107,31.196,60.77
1417091257,1134672314,96,98,26.327,51.967
1417131715,1134672314,104,105,24.857,48.934
1407833825,1134672314,95,99,29.01,62.559
1407830102,1134672314,119,135,13.067,36.835
1437136827,1134672314,98,100,30.67,66.265
1427079946,1134672314,91,97,23.299,45.511
1437186418,1144241985,55,64,28.813,52.11
1437206232,1144241985,75,95,15.053,29.838
1437161221,1144241985,85,97,46.536,58.191
1437594439,1144299306,59,65,49.523,62.24
1417938432,1144433376,491,2045,0.066,2.765
1417951302,1154367696,57,136,25.162,33.174
1417131715,1154418218,50,52,37.365,50.728
1417990367,1154418218,37,51,20.922,27.976
1427196260,1154513448,60,71,6.549,31.315
1437184801,1164489720,63,78,49.474,55.471
1407869647,1164590386,35,62,34.242,45.788
1417046806,1164590386,118,436,2.195,16.385
1417101858,1164590386,110,133,41.985,69.391
1407888357,1164590386,76,135,37.052,46.46
1447284864,1164590386,966,1128,5.447,20.643
1437437126,1164590386,267,319,3.614,17.023
1437122280,1164590386,41,59,36.678,37.969
1427180868,1164590386,861,1107,9.139,33.372
1427073451,1164590386,361,475,16.093,40.151
1417131715,1164595070,64,64,49.016,58.057
1427074210,1164595070,41,91,15.484,42.614
1437133139,1164595070,96,647,0.144,1.849
1437136827,1164595070,221,258,38.287,63.833
1417131715,1164834057,504,538,7.77,27.292
1407833825,1164834057,126,127,11.591,33.531
1437598992,1174500714,97,157,0.0,0.0
1427043645,1174581144,83,93,14.634,32.589
1437136827,1174581144,61,67,27.164,48.886
1417131715,1174581144,131,150,14.507,34.171
1407892516,1174859516,96,100,27.96,72.646
1427055326,1174859516,211,223,1.309,13.869
1447234141,1174932925,97,102,33.588,74.736
1447212964,1174932925,280,359,8.214,26.227
1447242565,1174932925,121,180,1.233,9.643
1417091257,1174932925,130,138,20.717,47.867
1437136827,1174932925,69,71,19.972,52.397
1447234141,1174951404,86,89,49.36,71.338
1437136827,1174951404,59,61,40.311,68.051
1407833825,1184052235,207,217,43.558,64.099
1407830102,1184052235,646,756,27.582,53.711
1417091257,1184052235,358,379,27.858,58.195
1407890593,1184052235,86,106,36.425,55.088
1447234141,1184052235,356,368,26.788,57.616
1437136827,1184052235,221,224,30.254,61.572
1427454099,1184052235,68,89,40.011,51.782
1427079946,1184052235,1088,1402,13.332,35.056
1447212964,1184611501,56,78,36.949,47.005
1417091257,1184611501,51,51,38.725,42.28
1427079946,1184682858,88,90,38.756,55.088
1417131715,1184682858,104,104,48.173,65.265
1407830102,1184682858,97,97,38.495,60.726
1447307251,1184736902,34,312,5.728,11.118
1437437126,1194758979,124,157,47.65,65.495
1447299698,1194758979,204,208,34.149,62.447
1447287081,1194758979,653,732,2.419,20.261
1447242565,1194758979,53,85,43.718,63.773
1417046806,1194758979,36,52,39.269,64.089
1407888357,1194758979,60,80,39.65,48.29
1407963903,1194758979,111,129,26.178,51.63
1437186087,1194758979,497,551,0.866,7.931
1417951278,1194758979,167,195,38.805,67.906
1417956830,1194758979,64,69,36.406,58.14
1427180868,1194758979,320,374,48.166,63.26
1427073451,1194758979,260,345,19.675,43.954
1427052224,1194758979,101,118,46.508,65.233
1407065675,1194761551,45,72,0.0,0.0
1407888357,1194944660,40,62,36.484,41.597
1417947656,1205096955,82,113,0.0,0.0
1417046806,1205371762,112,863,0.0,0.0
1427073451,1205832797,170,216,24.176,46.839
1447234141,1205832797,79,83,38.446,71.679
1447212964,1205832797,82,93,49.172,60.245
1447242565,1205832797,60,70,45.6,85.237
1437144656,1205859279,82,102,19.255,43.989
1447382221,1205886264,31,72,17.833,19.147
1407141773,1205886264,573,1325,0.016,0.34
1407141302,1205886264,491,1184,0.253,6.717
1417131715,1205886264,95,105,44.895,55.977
1417071671,1205886264,177,190,41.916,62.079
1417900820,1205886264,92,96,34.958,51.296
1417325804,1205886264,277,284,22.0,44.43
1437316106,1205886264,469,1042,0.007,0.161
1447285721,1205886264,30,60,29.067,38.721
1427381896,1205886264,33,50,36.14,46.945
1427249481,1205886264,45,83,34.542,36.781
1417973249,1205886264,41,58,48.966,52.917
1417946203,1205886264,248,450,33.996,38.131
1437178787,1215008032,37,62,22.548,55.22
1437136827,1215008032,233,241,33.199,60.631
1427454099,1215008032,30,50,42.82,68.079
1437101524,1215008032,58,82,48.671,63.857
1427079946,1215008032,606,912,14.833,32.858
1427055326,1215008032,48,61,43.787,62.819
1427046622,1215008032,119,158,17.468,40.384
1417091257,1215008032,281,298,33.728,59.747
1407892516,1215008032,150,167,31.317,57.016
1407890593,1215008032,61,67,28.448,37.917
1417919218,1215008032,61,63,44.778,67.129
1407833825,1215008032,252,262,30.485,56.521
1407830102,1215008032,612,1045,10.847,38.586
1447307251,1215008032,51,57,25.211,57.244
1447234141,1215008032,273,289,32.246,59.038
1437392917,1215932413,75,93,43.043,69.963
1437602984,1215932413,162,163,0.0,0.0
1447201967,1215932413,119,133,33.797,61.189
1447204961,1215932413,97,107,41.944,65.682
1437441847,1215932413,36,55,8.436,16.954
1447257274,1215932413,82,91,17.593,38.254
1447307251,1215932413,155,181,44.442,56.806
1447229935,1215932413,148,172,34.471,61.375
1447245725,1215932413,104,124,32.823,45.589
1447242565,1215932413,225,310,37.661,55.703
1407045230,1215932413,117,141,16.475,43.687
1407397987,1215932413,65,72,35.361,37.244
1407290901,1215932413,158,161,0.0,0.0
1407202625,1215932413,156,160,0.0,0.0
1407830102,1215932413,592,656,36.662,64.727
1407833825,1215932413,1014,1040,27.613,55.982
1407851074,1215932413,170,170,0.0,0.0
1407848641,1215932413,104,112,31.446,65.888
1407853898,1215932413,310,312,0.0,0.0
1407864069,1215932413,209,271,15.424,44.094
1407892516,1215932413,928,989,6.84,31.145
1407890593,1215932413,92,113,45.522,59.226
1407963903,1215932413,78,87,26.287,54.365
1417091463,1215932413,115,116,0.0,0.0
1417091257,1215932413,688,702,46.444,70.125
1417131715,1215932413,2745,3139,14.395,34.725
1417169319,1215932413,109,172,21.36,40.271
1417327446,1215932413,135,136,0.0,0.0
1417938432,1215932413,150,254,30.52,51.232
1417403130,1215932413,112,112,0.0,0.0
1417903378,1215932413,79,102,46.716,52.866
1437147626,1215932413,72,77,47.065,58.724
1437136827,1215932413,1101,1145,39.181,63.323
1437154002,1215932413,211,214,0.0,0.0
1437156270,1215932413,62,71,26.282,61.264
1437206315,1215932413,107,123,48.561,59.236
1437178787,1215932413,89,103,16.621,43.064
1427381896,1215932413,113,126,30.254,62.863
1427329911,1215932413,115,115,0.0,0.0
1427334176,1215932413,124,140,40.536,62.333
1427251859,1215932413,82,109,33.972,61.223
1417973249,1215932413,218,249,22.743,55.731
1417957689,1215932413,148,173,24.434,51.546
1417957606,1215932413,99,99,0.0,0.0
1417956830,1215932413,46,52,45.154,69.22
1417946203,1215932413,246,269,43.587,59.069
1417949637,1215932413,145,156,30.788,63.932
1417951278,1215932413,196,205,36.522,62.422
1417951302,1215932413,56,67,24.985,35.08
1417952581,1215932413,167,213,36.23,61.125
1417983214,1215932413,47,57,30.105,53.187
1417986688,1215932413,152,178,18.343,44.532
1417990367,1215932413,67,96,30.99,51.642
1427023894,1215932413,59,70,47.271,45.599
1427040021,1215932413,193,210,9.176,37.21
1427028695,1215932413,138,153,30.353,66.924
1427098912,1215932413,240,247,0.0,0.0
1427132521,1215932413,101,108,42.417,64.6
1427159060,1215932413,91,95,12.147,49.526
1427091503,1215932413,107,112,0.0,0.0
1427074210,1215932413,62,73,29.178,52.335
1427079946,1215932413,607,684,31.393,54.167
1427043645,1215932413,214,256,34.602,58.657
1427046622,1215932413,146,177,33.395,49.383
1427057330,1215932413,184,193,0.0,0.0
1427059419,1215932413,274,297,0.0,0.0
1427055326,1215932413,99,119,33.748,63.182
1427052224,1215932413,218,242,27.769,52.91
1427043645,1215937982,109,144,7.611,11.04
1447299698,1215937982,57,62,25.468,33.276
1437136827,1225073166,60,64,46.0,59.053
1437108800,1225073166,60,72,45.097,57.021
1417938432,1225073166,69,109,24.899,28.113
1407833825,1225081805,80,80,49.85,74.304
1407172596,1225081805,56,56,0.0,0.0
1417091257,1225081805,124,126,44.04,59.91
1407935075,1225081805,96,96,0.0,0.0
1447242565,1225081805,51,55,22.0,40.331
1447212964,1225081805,68,73,41.986,50.456
1427224278,1225135551,395,418,0.0,0.0
1417948076,1225135551,716,785,0.005,0.143
1447331590,1225135551,237,245,0.0,0.0
1417990367,1225226855,58,71,12.887,28.242
1447256490,1225228166,45,54,43.019,38.847
1417209941,1235186800,115,125,24.472,49.638
1417903378,1235186800,68,114,32.711,32.805
1417016387,1235186800,25,50,19.88,23.557
1417124793,1235186800,96,103,29.175,49.397
1417079393,1235186800,255,309,25.375,55.478
1407890593,1235186800,45,50,43.0,39.866
1407397987,1235186800,61,72,20.556,30.793
1407262975,1235186800,60,77,37.442,67.288
1407166960,1235186800,76,77,49.156,57.776
1407068653,1235186800,77,116,14.466,42.185
1447282611,1235186800,95,175,9.829,32.238
1447307251,1235186800,95,132,40.477,46.014
1447298476,1235186800,73,92,47.261,51.369
1447212964,1235186800,144,222,27.964,42.83
1437594439,1235186800,156,258,39.829,61.251
1437571353,1235186800,106,143,47.238,49.919
1437206315,1235186800,60,81,47.889,68.189
1427251859,1235186800,156,257,5.844,26.842
1427023605,1235186800,253,509,3.181,18.158
1417946203,1235186800,172,246,46.561,47.682
1417952581,1235186800,132,226,30.872,47.709
1427066489,1235186800,210,520,9.448,28.797
1427046622,1235186800,179,261,23.736,50.934
1427045897,1235186800,96,161,8.944,34.729
1417056854,1235293655,33,54,19.63,46.96
1427044148,1235320326,1141,1730,0.0,0.0
1407833825,1235336975,58,59,48.864,71.029
1417952581,1235336975,52,66,46.455,50.42
1437101524,1235395385,60,88,0.023,0.213
1417951302,1235528126,80,385,0.379,2.968
1417951302,1235548504,51,58,11.948,11.973
1427385004,1235548504,58,76,13.947,14.071
1427098912,1245233220,73,75,0.0,0.0
1447299698,1245275254,71,76,4.605,19.403
1407848534,1245277110,45,121,4.0,17.273
1417992397,1245393057,50,64,43.359,58.804
1417990367,1245393057,108,173,23.711,40.086
1417996117,1245393057,123,170,33.835,52.301
1417983214,1245393057,44,92,29.293,38.79
1417986688,1245393057,61,68,47.588,60.645
1417952581,1245393057,248,355,41.383,53.774
1417951278,1245393057,185,223,24.161,51.912
1417946203,1245393057,247,353,42.748,49.094
1417964628,1245393057,82,155,32.129,50.01
1427023605,1245393057,61,92,49.674,54.986
1427023894,1245393057,131,211,37.469,44.823
1427132521,1245393057,221,301,12.565,33.034
1427046622,1245393057,227,307,37.752,50.634
1427045897,1245393057,63,106,23.915,31.52
1427043645,1245393057,353,595,21.508,45.711
1427091503,1245393057,55,55,23.691,31.775
1427079946,1245393057,2066,4619,0.066,1.968
1427074210,1245393057,85,132,27.258,40.887
1427073451,1245393057,63,70,13.629,41.464
1427066489,1245393057,92,128,38.539,58.568
1437206315,1245393057,173,282,27.27,41.059
1437178787,1245393057,85,100,34.19,59.188
1437147626,1245393057,184,239,36.31,60.008
1437138641,1245393057,58,82,46.768,69.488
1437136827,1245393057,1446,1568,22.255,50.783
1437154002,1245393057,169,172,8.047,27.611
1427454099,1245393057,72,120,36.8,47.63
1427251859,1245393057,50,82,19.085,41.171
1447212964,1245393057,188,228,32.404,54.302
1447234141,1245393057,1532,1607,31.976,61.967
1447229935,1245393057,260,408,16.235,40.595
1447242565,1245393057,415,799,15.966,35.051
1447256490,1245393057,113,177,32.52,39.204
1447245725,1245393057,158,277,24.953,42.144
1447307251,1245393057,226,371,29.434,45.361
1447296959,1245393057,167,175,37.909,60.934
1437441847,1245393057,48,72,10.681,22.317
1417169319,1245393057,132,275,17.338,41.34
1417327446,1245393057,63,63,45.349,72.23
1417938432,1245393057,37,51,27.667,29.572
1417919218,1245393057,193,206,31.408,62.287
1417903378,1245393057,85,123,37.813,47.945
1417091257,1245393057,1346,1431,29.546,57.536
1417131715,1245393057,4858,7915,0.088,2.659
1417011008,1245393057,118,199,28.131,37.781
1407890593,1245393057,173,219,32.338,47.815
1407892516,1245393057,487,513,47.183,68.432
1447366075,1245393057,1377,2218,0.486,6.524
1407090236,1245393057,204,264,34.053,63.526
1407397987,1245393057,89,104,37.173,44.496
1407830102,1245393057,1080,1358,24.527,50.653
1407864069,1245393057,165,219,20.265,42.623
1407833825,1245393057,1230,1291,31.294,58.615
1407836356,1245393057,73,74,36.932,60.26
1407848534,1245393057,70,96,33.833,39.935
1407851074,1245393057,62,62,31.339,52.288
1417004375,1245485549,447,458,6.849,30.197
1417190711,1245485549,51,60,32.333,50.904
1427157866,1245485549,65,108,4.796,19.297
1407141302,1245786482,79,81,27.099,32.439
1407141773,1245786482,65,67,32.836,56.515
1437316106,1245786482,53,55,39.164,73.516
1053366369,1285745356,135,159,29.805,57.188
1053453795,1285745356,40,51,39.686,61.691
1073591467,1285762500,49,92,12.13,25.461
1043484447,1295044097,56,72,28.667,31.668
1073566212,1295044097,51,67,42.209,55.658
1053453795,1295130938,50,52,34.654,42.566
1053366369,1295130938,67,76,43.224,62.934
1073547402,1295144046,95,126,17.889,45.193
1073557831,1295144046,183,218,18.17,52.959
1043522311,1295144046,100,105,17.457,44.646
1073741211,1295144046,162,183,11.743,34.521
1083665962,1295780476,121,156,31.391,60.162
1083659163,1295780476,227,469,21.761,38.94
1083609481,1295780476,66,104,39.154,51.29
1073873972,1295780476,626,668,1.873,4.405
1073856696,1295780476,234,331,0.402,1.399
1053337717,1295780476,1824,2320,5.974,20.925
1043522311,1295780476,600,635,17.165,43.404
1043481369,1295780476,253,295,1.753,9.152
1083865976,1295780476,63,63,41.365,70.89
1063416436,1295780476,135,138,2.638,11.484
1063506921,1295780476,39,54,32.426,47.198
1073557831,1295780476,597,640,11.064,34.291
1073559753,1295780476,536,579,0.917,2.651
1063671832,1295780476,137,245,16.616,39.627
1063673622,1295780476,561,602,1.792,4.788
1063739480,1295780476,876,1211,1.416,6.046
1073594099,1295785699,107,124,46.339,65.658
1073773982,1295805794,83,84,34.179,47.561
1073742250,1295805794,331,698,1.59,14.24
1043615644,1295805794,79,112,39.134,51.597
1053366369,1306037478,45,51,27.529,38.821
1063506921,1306237938,33,102,14.99,25.55
1053453795,1306297916,276,343,48.02,73.871
1083687305,1306297916,69,87,40.103,49.125
1063956589,1306297916,67,68,47.853,83.609
1053425181,1306889597,216,336,20.327,38.164
1043615644,1306889597,211,293,31.29,59.827
1073742250,1306889597,166,224,37.875,60.046
1073773982,1306889597,283,291,6.375,28.554
1053679951,1306889597,184,191,12.974,39.195
1053309492,1316043524,158,239,33.653,58.555
