from_npi,to_npi,patient_count,transaction_count,average_day_wait,std_day_wait
1003963976,1003028770,2535,3945,0.0,0.0
1033191986,1003052697,196,300,38.877,35.767
1023019429,1003052697,42,61,25.607,40.824
1003854258,1003052697,31,55,20.436,26.403
1033246640,1003863580,58,58,45.603,56.574
1033215157,1003863580,124,126,22.833,53.329
1023223898,1003863580,1739,1872,0.169,5.185
1023195807,1003863580,271,325,40.222,70.154
1023253549,1003863580,34,53,31.887,50.676
1033103551,1003863580,120,142,35.225,61.611
1013992106,1003863580,91,134,25.634,51.423
1013983832,1003863580,103,103,0.0,0.0
1023000999,1003863580,122,180,40.467,50.007
1023019429,1003863580,116,145,37.207,54.915
1043299464,1003863580,88,97,29.546,59.832
1043281710,1003863580,86,98,43.306,43.956
1043218654,1003863580,174,231,46.883,55.259
1033452495,1003863580,57,86,20.233,43.794
1003991167,1003863580,171,232,48.466,45.112
1013064153,1003863580,70,71,19.535,47.817
1013179860,1003863580,100,106,41.736,39.401
1013233865,1003863580,62,63,40.063,65.478
1013920735,1003863580,170,199,25.337,48.164
1013386929,1003863580,157,216,33.523,50.253
1013902782,1003863580,227,540,2.126,14.062
1003202292,1003863580,73,74,23.878,26.188
1003090424,1003863580,85,121,24.091,57.305
1043326127,1003863580,52,62,47.581,51.31
1003802042,1003863580,67,71,17.296,52.964
1003801937,1003863580,40,60,33.783,61.425
1003801788,1003863580,320,557,4.434,20.541
1003813593,1003863580,70,71,44.183,66.684
1003811696,1003863580,99,102,27.245,65.958
1003815697,1003863580,110,111,23.874,59.149
1003876236,1003863580,209,291,47.01,50.542
1003847492,1003863580,1197,1365,0.095,3.492
1013184340,1003910688,168,169,21.994,61.216
1003862566,1003910688,200,202,22.767,55.213
1043232879,1003910688,53,54,47.296,82.071
1043281710,1003914201,42,51,33.941,33.132
1013958776,1003914201,62,76,49.618,56.469
1003075862,1013109511,108,354,22.073,19.142
1033191986,1013115005,116,190,40.605,48.453
1043232879,1013224617,80,83,23.048,36.056
1033482393,1023025475,85,87,0.0,0.0
1033570015,1023055126,63,72,26.722,44.023
1033532585,1023055126,152,214,40.439,59.85
1043294747,1023055126,33,56,34.214,50.209
1013179860,1023055126,95,96,32.021,37.595
1003991167,1023055126,110,151,38.113,45.857
1013064831,1023055126,99,119,49.555,65.37
1003813593,1023055126,106,106,3.406,9.345
1003802042,1023055126,104,106,3.811,5.524
1003801788,1023055126,357,708,4.859,20.795
1003090424,1023055126,130,263,1.886,8.094
1043318157,1023055126,185,211,24.616,58.009
1003031261,1023055126,73,104,30.962,44.159
1003013947,1023055126,72,148,13.128,39.718
1023343910,1023055126,320,420,0.914,6.79
1033190954,1023055126,90,137,5.285,19.063
1033191986,1023055126,224,257,38.222,55.238
1023094851,1023055126,394,403,36.772,62.285
1023103462,1023055126,1219,1831,7.478,23.595
1013973387,1023055126,61,76,33.987,54.474
1023000999,1023055126,65,92,48.641,68.938
1013992106,1023055126,110,190,14.163,39.803
1013991850,1023055126,701,729,30.72,59.587
1023099074,1023109105,16,59,15.78,18.001
1023103462,1023290251,94,131,44.557,42.72
1013179860,1033154786,58,64,35.453,52.613
1023094851,1033154786,54,54,30.519,50.291
1013973387,1033154786,48,56,41.268,55.943
1013991850,1033154786,100,100,40.29,72.824
1003910712,1033156898,22,67,12.328,28.18
1013902782,1033256425,46,57,38.754,48.936
1023253549,1033277116,41,50,38.22,51.173
1003897380,1033277116,149,179,46.793,54.045
1013918499,1033353727,78,614,0.0,0.0
1013936079,1033415476,67,132,18.917,23.67
1013991850,1033415476,93,102,21.48,40.536
1013991850,1033537576,203,211,28.355,50.127
1023103462,1033537576,123,125,20.152,41.863
1023094851,1033537576,95,95,32.463,50.053
1033532585,1033537576,80,87,33.08,60.349
1003075862,1043220494,48,52,12.231,14.961
1033191986,1043267107,137,210,44.462,50.738
1023253549,1043297542,28,75,21.493,38.487
1023000999,1043297542,42,64,44.813,47.084
1013991850,1043297542,259,266,46.278,59.03
1033323159,1043297542,205,674,0.0,0.0
1043294747,1043297542,34,52,23.904,24.83
1043218654,1043297542,37,57,32.842,48.541
1003801788,1043297542,48,79,46.873,53.367
1003860982,1043297542,34,51,37.294,39.539
1043326127,1043297542,41,59,41.814,45.932
1013064831,1043297542,39,59,48.661,55.112
1003897380,1043297542,122,193,31.819,37.146
1013902782,1043297542,47,101,22.752,34.401
1003871815,1043310428,46,52,35.885,49.582
1023103462,1043310428,46,53,46.943,62.421
1013991850,1043310428,310,341,2.123,14.747
1003876236,1043493927,63,81,25.568,42.746
1013902782,1043493927,48,123,15.22,22.519
1023000999,1043493927,46,80,21.625,31.989
1033191986,1043568900,289,394,27.751,39.556
1003075862,1053347344,15,91,10.56,9.251
1033297429,1053378505,123,204,28.275,39.788
1043206329,1053378505,194,203,43.384,56.729
1043302466,1053578153,113,117,36.376,54.609
1013026806,1063709392,150,157,1.471,18.436
1003862566,1063774552,87,90,42.3,75.669
1043232879,1063774552,342,390,17.669,44.238
1043232879,1073539607,81,94,5.468,19.614
1003862566,1073539607,53,56,32.321,72.251
1023253549,1073585774,38,50,44.26,63.343
1033144647,1073585774,73,80,21.788,55.662
1023171576,1073585774,445,537,4.845,26.05
1023047792,1073585774,300,459,4.619,29.577
1003963976,1073585774,79,80,15.125,26.173
1033191986,1073592762,31,52,23.827,40.154
1003112277,1073592762,17,54,12.111,9.772
1043232879,1073781217,51,60,22.833,45.443
1043232879,1073880159,53,56,34.5,51.305
1043351471,1073880159,37,61,9.607,15.338
1023094851,1073922829,58,59,29.305,49.461
1013991850,1073922829,72,72,30.708,66.382
1023000999,1073922829,100,178,27.303,47.229
1013902782,1073922829,46,71,25.761,42.095
1003876236,1073922829,145,178,37.264,55.31
1043232879,1073986410,49,53,42.962,69.79
1003202292,1073997532,65,66,18.227,14.635
1033144647,1083012181,245,374,0.0,0.0
1033514773,1083632897,21,63,0.0,0.0
1013391622,1093124471,99,103,0.0,0.0
1033584461,1093198244,45,374,0.0,0.0
1023099074,1093251217,40,58,44.466,50.464
1003833872,1093741464,37,59,37.542,45.128
1003811696,1093741464,186,188,28.878,60.923
1003813874,1093741464,62,76,20.934,30.92
1003819277,1093741464,341,430,49.786,68.592
1003855537,1093741464,328,728,6.964,32.768
1003860982,1093741464,92,180,29.633,39.788
1003862566,1093741464,3341,3628,9.99,34.753
1003090424,1093741464,47,60,49.4,67.194
1003168287,1093741464,208,210,15.181,42.104
1003224155,1093741464,112,116,9.655,31.118
1003153743,1093741464,67,92,40.37,50.024
1003031261,1093741464,50,69,48.942,55.437
1003013160,1093741464,65,90,23.578,30.333
1013903921,1093741464,541,605,0.114,2.805
1013905322,1093741464,291,441,7.141,31.642
1013902782,1093741464,43,84,29.952,40.336
1013455310,1093741464,137,146,16.062,42.258
1013386929,1093741464,114,165,32.655,53.531
1013312974,1093741464,77,100,36.75,75.901
1013313626,1093741464,87,88,9.614,33.476
1013908730,1093741464,423,549,33.769,58.189
1013918499,1093741464,48,64,46.172,61.242
1013920735,1093741464,273,351,46.436,64.108
1013273044,1093741464,484,508,3.947,20.104
1013233865,1093741464,176,177,29.316,59.181
1013179860,1093741464,180,196,39.097,42.907
1013184340,1093741464,2394,2535,4.088,22.643
1003905969,1093741464,124,188,25.186,40.942
1003906751,1093741464,153,257,24.693,47.478
1003922881,1093741464,47,71,40.817,58.82
1003897380,1093741464,229,365,36.14,46.639
1003991167,1093741464,233,310,49.071,50.536
1013026806,1093741464,229,234,38.0,65.136
1013064153,1093741464,110,110,24.645,51.366
1013042910,1093741464,278,286,16.098,40.911
1013071984,1093741464,118,190,43.668,63.303
1013103449,1093741464,70,77,2.831,11.275
1043296262,1093741464,173,176,21.477,51.739
1043300288,1093741464,709,1266,0.016,0.315
1043294747,1093741464,103,170,20.594,25.935
1043288509,1093741464,67,79,47.696,55.569
1043229495,1093741464,54,76,33.776,34.454
1043232879,1093741464,4328,5160,1.264,13.283
1043215882,1093741464,41,65,46.585,59.003
1043219165,1093741464,159,229,19.651,46.201
1043218654,1093741464,705,953,19.636,39.647
1043205008,1093741464,105,187,22.791,41.502
1043206386,1093741464,83,83,25.807,49.633
1033482393,1093741464,81,81,31.37,62.888
1033455761,1093741464,42,50,49.16,56.723
1033313127,1093741464,206,492,1.368,12.601
1033412622,1093741464,51,52,45.519,59.952
1033391008,1093741464,386,392,24.791,55.702
1023099074,1093741464,58,87,27.713,36.452
1023046554,1093741464,131,166,32.163,48.273
1023046794,1093741464,119,393,0.372,5.544
1023065232,1093741464,421,1306,0.786,9.132
1023076882,1093741464,31,73,22.63,24.842
1013957976,1093741464,476,1095,0.502,7.041
1013936079,1093741464,129,224,25.629,36.323
1013945096,1093741464,43,64,38.328,52.53
1023004264,1093741464,82,84,34.012,64.027
1023004041,1093741464,346,434,7.005,28.657
1023000999,1093741464,249,318,18.349,37.57
1023009818,1093741464,73,101,45.218,48.785
1033150404,1093741464,265,342,0.632,11.68
1033227764,1093741464,205,210,6.971,23.397
1033246640,1093741464,361,500,15.804,39.332
1023295664,1093741464,129,134,16.172,38.614
1023272754,1093741464,66,499,0.0,0.0
1023327814,1093741464,35,58,33.138,29.385
1023205531,1093741464,301,541,26.203,44.676
1023253549,1093741464,69,154,18.747,41.159
1033100763,1093741464,100,150,43.673,50.251
1023454592,1093741464,392,428,0.012,0.242
1033103551,1093741464,228,299,6.361,30.281
1003906751,1093768137,235,511,1.673,16.175
1013920735,1093768137,76,111,33.982,38.249
1043232879,1093768137,84,89,36.955,57.955
1023171576,1093768137,63,82,47.854,46.106
1033191986,1093809956,210,350,31.497,44.863
1013991850,1104152859,84,84,33.667,58.564
1023103462,1104152859,98,114,27.921,57.547
1023312444,1104202761,208,776,0.771,7.112
1023307022,1104202761,229,246,0.232,2.126
1023351848,1104202761,367,488,0.154,2.211
1023335593,1104202761,41,56,1.089,7.626
1023252566,1104202761,200,320,0.0,0.0
1023253549,1104202761,50,123,19.382,30.452
1023262466,1104202761,95,211,1.844,20.47
1023220753,1104202761,70,182,2.104,10.119
1023192135,1104202761,81,139,2.058,17.897
1023205531,1104202761,70,105,43.067,47.247
1023362902,1104202761,13,63,0.016,0.126
1023434438,1104202761,93,107,1.196,8.876
1033100763,1104202761,104,160,42.238,40.771
1033168059,1104202761,295,306,7.33,18.743
1033206149,1104202761,613,979,1.296,9.066
1033206156,1104202761,1596,1711,0.0,0.0
1033230404,1104202761,258,301,0.0,0.0
1033246640,1104202761,315,410,14.495,32.813
1033187810,1104202761,136,198,33.081,41.286
1033191986,1104202761,505,614,48.427,57.037
1013936079,1104202761,91,179,18.642,24.314
1013958776,1104202761,1126,2224,0.384,5.871
1023009818,1104202761,46,64,45.141,53.862
1023019429,1104202761,48,81,19.457,20.403
1023000999,1104202761,117,157,38.79,51.09
1023105137,1104202761,85,128,0.5,3.503
1023105152,1104202761,644,787,0.0,0.0
1023105145,1104202761,88,89,0.0,0.0
1023099074,1104202761,48,79,40.354,58.263
1023100435,1104202761,131,393,0.763,6.911
1023165909,1104202761,215,870,0.344,2.683
1023152303,1104202761,28,54,25.778,31.256
1023047792,1104202761,322,428,49.145,56.542
1023046901,1104202761,1508,1698,0.778,9.402
1023046554,1104202761,102,183,15.765,23.303
1023069887,1104202761,181,212,0.0,0.0
1023078243,1104202761,129,136,45.721,51.708
1023076882,1104202761,82,139,31.532,40.861
1043288509,1104202761,76,109,43.688,51.173
1043294747,1104202761,46,87,24.713,26.891
1043296890,1104202761,91,96,0.0,0.0
1043302466,1104202761,3862,4627,1.154,10.112
1043281710,1104202761,179,316,28.497,36.534
1043253537,1104202761,138,307,2.739,15.587
1043244049,1104202761,19,53,11.962,18.325
1043250186,1104202761,54,63,45.0,50.446
1043226293,1104202761,68,116,0.0,0.0
1043218654,1104202761,210,334,37.569,49.534
1043220320,1104202761,100,184,3.995,14.417
1043215882,1104202761,90,167,26.359,34.179
1043229495,1104202761,426,1496,1.269,7.811
1043232879,1104202761,1170,1246,40.253,59.132
1033472592,1104202761,155,168,43.369,57.116
1033455761,1104202761,38,56,32.982,53.607
1033482393,1104202761,77,78,22.205,42.267
1043205008,1104202761,87,166,28.247,39.163
1043206329,1104202761,1190,1262,44.638,62.082
1033293154,1104202761,54,244,0.02,0.168
1033293147,1104202761,219,240,1.938,17.504
1033297429,1104202761,341,516,32.709,49.852
1033326335,1104202761,81,124,33.831,46.781
1033323159,1104202761,45,74,44.514,60.206
1033311360,1104202761,468,477,4.899,24.616
1033311196,1104202761,83,106,45.292,53.356
1003050972,1104202761,121,177,0.0,0.0
1003063314,1104202761,421,448,34.308,52.51
1003077728,1104202761,221,439,5.376,20.18
1003075862,1104202761,39,61,42.279,64.145
1003098963,1104202761,33,112,0.741,4.378
1003149147,1104202761,117,140,7.6,20.501
1003184243,1104202761,51,66,0.0,0.0
1003198359,1104202761,96,101,39.525,55.403
1043319486,1104202761,750,918,0.45,4.991
1003019902,1104202761,249,384,1.167,8.497
1003013160,1104202761,28,50,35.54,41.353
1043351471,1104202761,67,82,32.439,44.88
1003876236,1104202761,88,115,49.87,61.199
1003855537,1104202761,175,329,34.833,42.369
1003860982,1104202761,51,91,35.703,47.025
1003811696,1104202761,200,202,14.698,41.964
1013107697,1104202761,1071,1181,0.007,0.233
1013118090,1104202761,199,344,0.262,4.08
1013118082,1104202761,65,65,0.0,0.0
1013201649,1104202761,179,180,0.0,0.0
1013179860,1104202761,96,104,43.385,47.988
1013386929,1104202761,67,90,49.178,57.769
1013453729,1104202761,121,130,0.0,0.0
1013920735,1104202761,528,957,0.579,5.432
1013928506,1104202761,193,331,0.776,8.997
1003903139,1104202761,432,1121,2.202,10.571
1003897380,1104202761,108,171,39.45,40.85
1003903113,1104202761,37,82,0.28,2.54
1003906751,1104202761,81,103,45.447,52.596
1003908435,1104202761,138,217,2.894,11.878
1003910712,1104202761,26,51,23.196,32.917
1003922881,1104202761,58,76,39.316,50.775
1003990110,1104202761,51,53,0.0,0.0
1003991167,1104202761,222,364,38.253,47.849
1013004142,1104202761,251,353,0.946,6.945
1013009448,1104202761,1667,1894,0.018,0.658
1013013234,1104202761,77,77,31.455,44.035
1013071984,1104202761,95,203,21.261,44.91
1013079383,1104202761,37,102,17.324,31.049
1013064989,1104202761,355,531,1.847,9.0
1013064831,1104202761,97,169,35.799,48.93
1013064153,1104202761,126,126,16.508,37.489
1013178383,1104295070,34,66,27.288,62.738
1043217854,1104295070,63,82,34.756,61.95
1023004264,1104295070,65,67,28.284,49.156
1013991850,1104295070,230,245,28.49,60.526
1023094851,1104295070,169,183,46.738,70.247
1033191986,1104854124,104,162,34.84,49.604
1013960905,1104854124,95,103,11.796,22.485
1013936079,1104854124,19,66,15.833,18.686
1013991850,1104854124,91,93,42.312,59.157
1023094851,1104854124,77,79,49.722,64.84
1043302466,1104854124,82,93,43.172,56.882
1033408828,1104854124,195,456,0.228,2.687
1033326335,1104854124,416,1103,0.442,3.069
1043206329,1104854124,85,91,37.286,52.615
1013179860,1104854124,45,54,28.315,34.342
1003991167,1104854124,26,59,23.237,26.669
1003248733,1104854124,513,1256,0.079,1.117
1003153743,1104854124,225,677,0.018,0.461
1043232879,1104862093,84,89,42.36,58.308
1033191986,1104937267,1014,1722,22.467,34.03
1023195807,1104937267,280,379,36.172,40.436
1003841420,1104937267,77,90,36.644,42.705
1013936079,1114946290,29,57,18.667,25.049
1013991850,1114946290,79,79,42.835,64.593
1023004041,1114990231,73,74,2.311,14.27
1003922881,1114990231,30,53,25.792,45.23
1033191986,1124044284,198,252,43.496,43.506
1023019429,1124044284,58,67,30.627,26.431
1033459565,1124369806,11,128,0.0,0.0
1003910712,1124420880,35,220,7.495,20.387
1003907775,1124420880,58,62,47.274,60.416
1033514773,1124420880,224,368,0.0,0.0
1043313984,1124420880,99,99,33.556,48.817
1043232879,1124420880,213,227,48.797,56.421
1013991850,1124420880,108,110,46.673,54.176
1023046554,1124420880,82,153,6.059,12.964
1033191986,1124420880,102,127,26.551,39.171
1023205531,1124443403,35,68,10.647,27.837
1003907775,1124455969,133,146,2.103,16.168
1013964741,1134131915,65,95,20.421,45.565
1013991850,1134131915,277,285,36.593,64.36
1023000999,1134131915,84,129,35.992,55.803
1023046554,1134131915,90,106,43.792,56.992
1013107697,1134131915,94,97,45.216,75.892
1013273044,1134131915,107,118,27.797,55.358
1003897380,1134131915,48,75,32.333,40.624
1003876236,1134131915,82,103,46.359,62.886
1043302466,1134131915,235,248,47.04,69.849
1043232879,1134131915,594,672,25.646,54.604
1043229495,1134131915,45,57,42.07,59.495
1033532585,1134131915,103,143,39.874,52.371
1023410271,1134202377,249,267,0.0,0.0
1003876236,1134213648,47,52,45.519,73.29
1023000999,1134213648,53,73,23.027,44.723
1013973387,1134672314,216,1480,0.021,0.705
1023000999,1134672314,24,74,3.595,16.014
1013991850,1134672314,69,70,43.171,66.934
1023046901,1144241985,142,147,49.857,70.346
1023165909,1144241985,32,55,12.691,33.585
1023076882,1144299306,113,170,11.865,26.326
1013936079,1144433376,36,86,19.407,28.345
1043313984,1144762113,341,341,0.0,0.0
1013026806,1154445591,89,94,0.032,0.309
1013226026,1154625549,466,1023,0.103,1.421
1033599329,1154702736,16,185,0.0,0.0
1023000999,1164489720,54,95,23.779,33.634
1003876236,1164489720,53,67,27.164,38.687
1013348705,1164590386,85,85,5.0,19.66
1043351471,1164590386,219,288,6.792,23.024
1003198359,1164590386,421,444,4.218,10.46
1003075862,1164590386,165,225,21.267,36.853
1003854258,1164590386,59,71,49.789,76.189
1043281710,1164590386,141,201,39.363,50.674
1033187810,1164590386,318,431,15.374,37.577
1033191986,1164590386,737,880,41.801,62.83
1023076882,1164590386,85,136,30.162,36.117
1023078243,1164590386,508,540,7.413,29.873
1023019429,1164590386,72,88,36.466,60.24
1013961473,1164590386,78,79,6.785,29.565
1013962687,1164590386,153,153,1.843,3.658
1013958776,1164590386,487,658,32.491,56.469
1003905969,1164595070,177,728,0.103,2.248
1043326127,1164595070,201,713,0.02,0.488
1043232879,1164595070,52,53,45.377,55.979
1033191986,1164595070,44,50,46.24,54.794
1023205531,1164595070,38,90,11.011,30.975
1013991850,1164595070,68,70,48.871,58.138
1023343910,1164834057,253,440,14.423,21.859
1023103462,1164834057,42,51,36.804,46.982
1043318157,1164834057,280,721,0.0,0.0
1003013947,1164834057,132,351,0.291,4.921
1003855537,1174714505,161,271,0.004,0.061
1043217854,1174859516,215,225,2.316,19.479
1013991850,1174932925,74,78,11.282,34.21
1023094851,1174932925,50,51,13.843,31.402
1013991850,1174951404,51,52,36.904,68.215
1013991850,1184052235,241,248,30.133,62.238
1023094851,1184052235,120,122,37.803,65.506
1023251428,1184052235,114,118,0.0,0.0
1033482393,1194736108,158,163,0.0,0.0
1043351471,1194758979,77,96,45.375,45.71
1003198359,1194758979,274,293,13.147,34.052
1003075862,1194758979,117,156,38.301,53.298
1003862566,1194758979,416,439,35.613,63.338
1043281710,1194758979,111,141,40.603,51.799
1043232879,1194758979,662,747,14.323,39.824
1023295664,1194758979,184,202,0.0,0.0
1023000999,1194758979,40,53,47.189,60.074
1023076882,1194758979,50,68,31.015,36.557
1013025519,1194869297,32,70,0.0,0.0
1013986603,1194920967,133,141,0.0,0.0
1043281710,1194944660,74,95,48.2,52.619
1013178383,1205072303,132,1452,0.0,0.0
1033316484,1205270568,72,149,0.0,0.0
1033191986,1205824984,210,339,28.378,49.774
1023019429,1205824984,42,63,31.238,37.943
1013991850,1205832797,56,58,44.448,68.036
1033187810,1205832797,82,94,45.074,52.945
1003198359,1205832797,130,141,35.213,64.597
1003075862,1205832797,90,115,29.461,40.022
1043206329,1205852399,64,69,32.261,51.999
1003071333,1205859279,52,76,13.882,39.998
1013964741,1205859279,103,134,13.455,48.589
1023337979,1205886264,91,93,25.882,57.718
1033225073,1205886264,46,132,24.333,22.102
1033215157,1205886264,127,129,3.636,12.226
1013013234,1205886264,168,172,16.82,40.745
1003922881,1205886264,99,219,25.078,43.27
1003037029,1205886264,34,55,24.636,27.05
1003101684,1205886264,39,60,0.633,4.411
1033297429,1205886264,464,1041,16.615,30.992
1033353487,1205886264,74,155,0.0,0.0
1043206329,1205886264,1846,2119,19.6,44.326
1033542980,1205886264,51,51,5.294,14.818
1043215882,1205886264,107,151,32.536,45.799
1043326127,1215008032,35,53,25.83,35.332
1003897380,1215008032,76,144,30.986,49.243
1023094851,1215008032,177,186,42.699,57.39
1013973387,1215008032,82,144,12.701,44.26
1013991850,1215008032,219,230,30.339,57.291
1043206329,1215901640,148,166,26.048,56.764
1023454592,1215932413,241,244,17.967,37.224
1023343910,1215932413,267,300,12.0,31.511
1023245602,1215932413,61,75,12.04,44.962
1023205531,1215932413,70,77,44.182,60.756
1033144647,1215932413,138,142,14.197,36.189
1033190954,1215932413,73,81,22.395,55.384
1033246640,1215932413,111,119,31.05,53.567
1023103462,1215932413,543,630,27.229,50.751
1013936079,1215932413,136,190,22.468,30.377
1013973387,1215932413,58,64,47.453,64.907
1013996776,1215932413,77,77,0.0,0.0
1023000999,1215932413,98,116,48.302,67.843
1023004264,1215932413,163,170,0.0,0.0
1003090424,1215932413,83,100,18.7,52.901
1003013947,1215932413,52,61,13.639,41.321
1003031261,1215932413,57,70,20.471,46.97
1043326127,1215932413,52,61,47.344,57.557
1043318157,1215932413,140,145,35.393,45.528
1003819277,1215932413,141,156,37.103,61.383
1003815978,1215932413,111,111,0.0,0.0
1003811696,1215932413,277,282,0.0,0.0
1003813593,1215932413,199,200,0.0,0.0
1003802042,1215932413,104,110,0.0,0.0
1013313626,1215932413,120,121,0.0,0.0
1013273044,1215932413,118,119,36.63,63.75
1013233865,1215932413,292,298,0.0,0.0
1013179860,1215932413,151,157,41.446,49.424
1003906751,1215932413,160,205,11.093,39.137
1003903121,1215932413,103,125,22.296,52.493
1003897380,1215932413,132,152,33.461,36.376
1013067156,1215932413,61,61,0.0,0.0
1013064153,1215932413,186,187,0.0,0.0
1033590526,1215932413,122,124,0.0,0.0
1043206386,1215932413,129,130,0.0,0.0
1033532585,1215932413,92,155,23.574,54.141
1033313127,1215932413,63,73,31.753,54.427
1033391008,1215932413,331,332,8.274,29.773
1033412622,1215932413,193,200,0.0,0.0
1043217854,1215932413,96,105,47.771,65.272
1043232879,1215932413,1100,1155,34.681,61.032
1043288509,1215932413,52,126,21.976,57.453
1043294747,1215932413,43,53,32.415,40.512
1003862566,1215937982,81,83,32.795,33.467
1043232879,1215937982,137,141,27.17,28.417
1013026806,1225039761,76,79,3.089,22.226
1033482393,1225039761,53,53,0.0,0.0
1013936079,1225073166,30,72,20.167,25.579
1023094851,1225081805,53,54,43.019,60.078
1023000999,1225081805,66,85,34.388,54.751
1033215157,1225081805,151,155,0.0,0.0
1013095264,1225081805,69,70,0.0,0.0
1013902782,1225081805,51,60,38.617,46.77
1003815697,1225081805,164,167,0.0,0.0
1043219165,1225081805,254,348,2.851,21.005
1023205531,1225081912,51,56,19.786,53.375
1023195807,1225083819,61,78,34.128,36.604
1033191986,1225083819,341,491,25.835,39.712
1023019429,1225083819,666,2988,1.219,5.5
1043302466,1225135551,309,314,43.879,72.999
1003063314,1225135551,579,648,0.171,3.883
1023046901,1225135551,67,68,38.059,73.361
1033246640,1225135551,57,58,49.103,74.072
1033168059,1225135551,204,208,0.615,7.144
1043218654,1235186800,148,195,48.974,51.739
1033452495,1235186800,58,86,27.151,54.091
1033323159,1235186800,58,80,38.45,54.91
1013920735,1235186800,178,210,27.724,50.839
1013386929,1235186800,159,220,33.645,51.229
1013179860,1235186800,106,108,44.778,38.982
1003991167,1235186800,135,202,46.054,40.916
1013071984,1235186800,42,75,48.44,72.917
1003897380,1235186800,57,76,45.658,47.237
1003112277,1235186800,127,289,10.574,33.776
1023019429,1235186800,376,947,5.002,21.711
1023205531,1235186800,41,57,43.895,59.855
1003897380,1235336975,72,110,40.945,54.314
1033191986,1245212380,54,84,29.571,36.335
1013103449,1245275254,83,109,0.0,0.0
1003862566,1245275254,137,155,4.471,25.377
1043232879,1245275254,98,112,8.446,30.274
1043294747,1245393057,85,137,22.219,33.954
1033313127,1245393057,102,153,32.549,52.917
1033323159,1245393057,44,59,46.492,57.267
1033532585,1245393057,177,242,33.496,56.079
1033472592,1245393057,275,311,37.884,57.838
1003876236,1245393057,193,317,30.7,53.043
1003860982,1245393057,87,148,27.486,35.672
1003801788,1245393057,82,133,40.932,46.465
1003802042,1245393057,62,63,39.492,73.599
1003813593,1245393057,99,100,17.02,46.786
1003013947,1245393057,50,61,13.262,34.659
1043318157,1245393057,130,136,15.904,41.822
1043326127,1245393057,68,87,48.908,60.761
1003153743,1245393057,68,94,46.287,49.972
1003090424,1245393057,78,111,26.45,50.118
1013902782,1245393057,55,87,32.31,50.065
1013179860,1245393057,1016,1645,0.128,1.56
1013178383,1245393057,37,53,26.434,45.783
1003991167,1245393057,114,164,42.323,46.055
1003897380,1245393057,234,407,32.128,45.356
1003903121,1245393057,91,119,35.042,56.203
1013973387,1245393057,120,149,35.779,49.153
1013991850,1245393057,1010,1054,31.687,60.645
1013996222,1245393057,65,67,47.119,53.774
1023000999,1245393057,160,297,25.32,45.722
1023004264,1245393057,62,62,40.661,56.94
1023103462,1245393057,1412,2943,0.268,6.317
1023094851,1245393057,719,748,41.874,66.604
1033191986,1245393057,239,292,44.295,60.278
1033190954,1245393057,58,65,26.231,45.437
1023253549,1245393057,49,84,31.024,51.259
1023343910,1245393057,158,178,23.225,59.298
1023046901,1245485549,186,187,39.775,70.633
1043302466,1245485549,636,681,26.928,57.476
1003903139,1245485549,52,59,32.593,48.813
1033472592,1255356143,62,70,47.743,55.208
1043250186,1255387569,305,845,0.097,1.559
1033488432,1255387569,53,56,35.089,74.617
1033472592,1255387569,129,144,45.917,64.837
1003819772,1255387569,95,97,9.351,27.108
1013386929,1255406450,205,508,1.148,9.535
1013991850,1255419255,56,60,30.683,57.784
1003897380,1255419255,834,2769,0.366,7.115
1043217854,1255419255,48,69,34.812,44.95
1043300288,1255448015,22,54,10.593,12.791
1043232879,1255448015,52,59,44.322,59.013
1003297318,1255513388,102,129,0.0,0.0
1043217854,1255548426,487,878,0.101,2.744
1003897380,1255548426,71,96,36.625,48.288
1003860982,1255548426,46,55,22.091,19.65
1013312974,1265445506,64,71,9.169,19.738
1013064153,1265445506,156,157,2.35,7.833
1013079383,1265445506,27,52,18.212,29.826
1043319486,1265445506,40,71,41.62,74.108
1003149147,1265445506,27,67,12.612,39.398
1003862566,1265445506,186,191,49.33,65.503
1003855537,1265445506,142,228,42.276,53.016
1003819277,1265445506,36,79,32.975,53.956
1003811696,1265445506,249,254,1.469,2.516
1043218654,1265445506,41,55,49.127,55.637
1043232879,1265445506,902,982,8.904,31.018
1043288509,1265445506,50,72,43.056,56.634
1033297429,1265445506,69,85,34.153,54.745
1033246640,1265445506,407,510,1.504,9.141
1033100763,1265445506,59,87,47.08,48.859
1013991850,1265487193,59,61,15.279,44.164
1033191986,1265554091,43,57,49.754,60.695
1003813874,1265622427,103,143,7.986,17.46
1033452495,1265622427,62,69,40.855,51.071
1033278429,1265622427,43,91,16.89,32.329
1043232879,1265622427,51,51,45.294,49.897
1023195807,1265622427,400,536,38.435,61.26
1033191986,1265622427,5903,12690,0.0,0.0
1023019429,1265622427,299,442,21.414,40.782
1013936079,1265628226,481,4302,0.0,0.0
1043300288,1275689374,51,69,28.275,53.285
1043232879,1275689374,119,131,32.008,52.497
1003862566,1275689374,127,131,30.305,53.82
1013905322,1275689374,58,86,4.256,19.29
1023004041,1275689374,49,62,8.903,28.354
1033532585,1275942013,97,127,43.079,54.318
1023103462,1275942013,206,229,44.489,59.312
1023094851,1275942013,98,99,36.737,55.057
1013991850,1275942013,214,220,43.605,66.956
1003910712,1275946337,18,98,4.704,3.848
1003075862,1285072207,51,57,27.14,21.288
